EntryID	Reaction	Buffer	Organism	Temperature	pH	Activator	Cofactor	Inhibitor	KeggReactionID	KineticMechanismType	Other Modifier	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Pathway	Product	PubMedID	Publication	Rate Equation	SabioReactionID	Substrate	UniProtKB_AC	Tissue	Enzyme Variant	Enzymename	ECNumber	CellularLocation
32430	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00243	unknown		Km	NAD+	3.64E-4		2.6E-5	M	Alanine, aspartate and glutamate metabolism	NH3;2-Oxoglutarate;H+;NADH	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	755	L-Glutamate;H2O;NAD+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32430	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00243	unknown		concentration	L-Glutamate	0.025		-	M	Alanine, aspartate and glutamate metabolism	NH3;2-Oxoglutarate;H+;NADH	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	755	L-Glutamate;H2O;NAD+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32431	NADP+ + L-Glutamate + H2O = NADPH + 2-Oxoglutarate + H+ + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00248	unknown		concentration	L-Glutamate	0.025		-	M	Alanine, aspartate and glutamate metabolism	NH3;NADPH;H+;2-Oxoglutarate	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	757	H2O;L-Glutamate;NADP+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32431	NADP+ + L-Glutamate + H2O = NADPH + 2-Oxoglutarate + H+ + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00248	unknown		Km	NADP+	6.37E-4		2.5E-5	M	Alanine, aspartate and glutamate metabolism	NH3;NADPH;H+;2-Oxoglutarate	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	757	H2O;L-Glutamate;NADP+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32431	NADP+ + L-Glutamate + H2O = NADPH + 2-Oxoglutarate + H+ + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00248	unknown		concentration	NADP+	0.0	0.0014	-	M	Alanine, aspartate and glutamate metabolism	NH3;NADPH;H+;2-Oxoglutarate	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	757	H2O;L-Glutamate;NADP+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
64382	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6				R00243	Michaelis-Menten		concentration	NAD+	0.001		-	M	D-Glutamine and D-Glutamate metabolism	2-Oxoglutarate;NADH;NH3;H+	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	Vmax*S/(Km+S)	755	NAD+;H2O;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
64382	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6				R00243	Michaelis-Menten		Vmax		3.2050000000000003E-10		-	mol/s	D-Glutamine and D-Glutamate metabolism	2-Oxoglutarate;NADH;NH3;H+	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	Vmax*S/(Km+S)	755	NAD+;H2O;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
64382	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6				R00243	Michaelis-Menten		Km	L-Glutamate	2.1269999999999998E-5		-	M	D-Glutamine and D-Glutamate metabolism	2-Oxoglutarate;NADH;NH3;H+	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	Vmax*S/(Km+S)	755	NAD+;H2O;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
64382	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6				R00243	Michaelis-Menten		concentration	L-Glutamate	0.0	0.05	-	M	D-Glutamine and D-Glutamate metabolism	2-Oxoglutarate;NADH;NH3;H+	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	Vmax*S/(Km+S)	755	NAD+;H2O;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
64383	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6			Al3+	R00243	Competitive inhibition		Km	L-Glutamate	6.863E-5		-	M	D-Glutamine and D-Glutamate metabolism	H+;2-Oxoglutarate;NH3;NADH	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	-	755	H2O;NAD+;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
64383	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6			Al3+	R00243	Competitive inhibition		Vmax		3.115E-10		-	mol/s	D-Glutamine and D-Glutamate metabolism	H+;2-Oxoglutarate;NH3;NADH	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	-	755	H2O;NAD+;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
64383	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6			Al3+	R00243	Competitive inhibition		concentration	NAD+	0.001		-	M	D-Glutamine and D-Glutamate metabolism	H+;2-Oxoglutarate;NH3;NADH	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	-	755	H2O;NAD+;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
64383	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone, 20 mM Tris-HCl, 150 mM KCl, 2 mM EGTA, 0.01 mM Rotenone]	Rattus norvegicus	37.0	7.6			Al3+	R00243	Competitive inhibition		concentration	L-Glutamate	0.0	0.05	-	M	D-Glutamine and D-Glutamate metabolism	H+;2-Oxoglutarate;NH3;NADH	10806405	Zatta P, Lain E, Cagnolini C: Effects of aluminum on activity of krebs cycle enzymes and glutamate dehydrogenase in rat brain homogenate., Eur J Biochem 2000 (267) , 3049-55	-	755	H2O;NAD+;L-Glutamate	P10860	brain	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]
